Stock_No,Make,Model,Trim,Year,Eng,Trans,Color,Mileage,VIN,Options,Warranty Type,Price,EPACity,EPAHighway,Modified,Internet Specials,Sold,Locked,Dealer Certified,Manufacturer Cert.,Home Page Special,KBB Valuation Needs Verification,Rooftop,Type,MSRP,Days in Stock,Photos
207211,Dodge,Challenger,Scat Pack,2022,Premium Unleaded V-8 6.4 L/392,Manual,Pitch Black Clearcoat,5820,2C3CDZFJ9NH207211,6.4L V8 engine|6-speed manual|Rear-wheel drive|Performance suspension|20-inch alloy wheels|LED headlamps|LED taillamps|Power trunk|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|Premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,14,23,54995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,55995,63,20,
662248,Dodge,Ram 1500,SLT,2003,Gas V8 5.7L/350,Automatic,,269530,1D7HU18D03J662248,5.7L V8 engine|4-speed automatic|4WD|SLT Package|Heavy-duty suspension|Steel wheels|Halogen headlamps|Manual tailgate|Cloth seating surfaces|Single-zone climate control|AM/FM stereo|Cruise control|Keyless entry|Power windows|Power door locks|Power mirrors|Tilt steering|ABS brakes|Airbags|Traction control|Stability control|Fog lamps|Tow package|Trailer brake controller|Limited-slip differential|Tire pressure monitoring|Auto-dimming mirrors|Power seats|Driver memory settings|Remote start,AS-IS,13,17,8995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,9995,62,20,
100993,Dodge,Viper,SRT10,2006,Gas V10 8.3L/505,Manual,,5461,1B3JZ69Z36V100993,8.3L V10 engine|6-speed manual|Rear-wheel drive|Performance suspension|18-inch alloy wheels|Halogen headlamps|Convertible top|Leather seating surfaces|Heated seats|Dual-zone climate control|Navigation system|Premium audio|Bluetooth connectivity|Cruise control|Keyless entry|Push-button start|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors|AM/FM/CD player|Traction control|Stability control|ABS brakes|Airbags|Fog lamps|Performance exhaust|Limited-slip differential,AS-IS,12,20,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,8,29,
D43747,Ford,Bronco Sport,Outer Banks,2022,Intercooled Turbo Regular Unleaded I-3 1.5 L/91,Automatic,Velocity Blue Metallic,1010,3FMCR9C6XNRD43747,1.5L Turbocharged I-3|8-speed automatic|4WD|Outer Banks Package|Off-road suspension|17-inch alloy wheels|LED headlamps|LED taillamps|Power liftgate|Leather seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,BOF,25,28,32995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,33995,56,20,
D39273,Ford,Bronco Sport,Outer Banks 4X4,2022,Intercooled Turbo Regular Unleaded I-3 1.5 L/91,Automatic,Velocity Blue Metallic,28446,3FMCR9C64NRD39273,1.5L Turbocharged I-3|8-speed automatic|4WD|Outer Banks Package|Off-road suspension|17-inch alloy wheels|LED headlamps|LED taillamps|Power liftgate|Leather seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,25,28,28995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,29995,946,36,
B65609,Ford,Bronco,Wildtrak 2 Door 4X4,2022,Twin Turbo Regular Unleaded V-6 2.7 L/164,Automatic,Race Red,3096,1FMDE5CP6NLB65609,2.7L Twin Turbo V6|10-speed automatic|4WD|Wildtrak Package|Off-road suspension|17-inch alloy wheels|LED headlamps|LED taillamps|Power liftgate|Leather seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,17,17,54995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,55995,887,30,
A40897,Ford,Super Duty F-250 SRW,XLT 4WD,2016,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,Oxford White,110938,1FT7W2BT0GEA40897,6.7L Turbo Diesel V8|6-speed automatic|4WD|XLT Package|Heavy-duty suspension|Steel wheels|Halogen headlamps|Manual tailgate|Cloth seating surfaces|Single-zone climate control|AM/FM stereo|Cruise control|Keyless entry|Power windows|Power door locks|Power mirrors|Tilt steering|ABS brakes|Airbags|Traction control|Stability control|Fog lamps|Tow package|Trailer brake controller|Limited-slip differential|Tire pressure monitoring|Auto-dimming mirrors|Power seats|Driver memory settings|Remote start,AS-IS,0,0,32995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,33995,69,20,
B81081,Ford,Bronco,Wildtrak 2 Door Advanced 4X4,2022,Twin Turbo Regular Unleaded V-6 2.7 L/164,Automatic,Oxford White,7001,1FMDE5CP4NLB81081,2.7L Twin Turbo V6|10-speed automatic|4WD|Wildtrak Advanced Package|Off-road suspension|17-inch alloy wheels|LED headlamps|LED taillamps|Power liftgate|Leather seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,17,17,54995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,55995,777,35,
B83067,Ford,Bronco,Wildtrak 4 Door Advanced 4WD,2022,Twin Turbo Regular Unleaded V-6 2.7 L/164,Automatic,Velocity Blue Metallic,13219,1FMEE5DP5NLB83067,2.7L Twin Turbo V6|10-speed automatic|4WD|Wildtrak Advanced Package|Off-road suspension|17-inch alloy wheels|LED headlamps|LED taillamps|Power liftgate|Leather seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,17,17,54995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,55995,721,34,
D25119,Ford,Ranger,XLT,2021,Intercooled Turbo Regular Unleaded I-4 2.3 L/140,Automatic,Carbonized Gray Metallic,45614,1FTER4FH9MLD25119,2.3L Turbocharged I-4|10-speed automatic|4WD|XLT Package|Off-road suspension|17-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Cloth seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,20,24,28995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,29995,48,20,
C94083,Ford,Super Duty F-250 SRW,XL,2017,6.2L 2-VALVE SOHC EFI NA V8 FLEX-FUEL (STD),Automatic,Oxford White,135204,1FD7X2A62HEC94083,6.2L V8 Flex-Fuel|6-speed automatic|4WD|XL Package|Heavy-duty suspension|Steel wheels|Halogen headlamps|Manual tailgate|Cloth seating surfaces|Single-zone climate control|AM/FM stereo|Cruise control|Keyless entry|Power windows|Power door locks|Power mirrors|Tilt steering|ABS brakes|Airbags|Traction control|Stability control|Fog lamps|Tow package|Trailer brake controller|Limited-slip differential|Tire pressure monitoring|Auto-dimming mirrors|Power seats|Driver memory settings|Remote start,AS-IS,0,0,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,622,26,
553161,Ford,Mustang,Mach 1 Fastback,2022,Premium Unleaded V-8 5.0 L/302,Automatic,Oxford White,33024,1FA6P8R04N5553161,5.0L V8 engine|10-speed automatic|Rear-wheel drive|Mach 1 Package|Performance suspension|19-inch alloy wheels|LED headlamps|LED taillamps|Power trunk|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,14,22,52995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,53995,440,24,
A44871,Ford,Explorer,ST 4WD,2025,Twin Turbo Premium Unleaded V-6 3.0 L/183,Automatic,Star White Metallic Tri-Coat,6202,1FMWK8GC8SGA44871,3.0L Twin Turbo V6|10-speed automatic|4WD|ST Package|Sport suspension|20-inch alloy wheels|LED headlamps|LED taillamps|Power liftgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Heated second-row seats|Tri-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Wireless charging|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,BOF,18,25,54995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,55995,231,33,
A00517,Ford,F-150,Limited 4WD Hybrid,2023,PowerBoost Full-Hybrid V6 3.5 L,Automatic,Star White Metallic Tri-Coat,28978,1FTFW1ED0PFA00517,3.5L PowerBoost Hybrid V6|10-speed automatic|4WD|Limited Package|Hybrid powertrain|20-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Wireless charging|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,BOF,23,23,68995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,69995,226,32,
131118,Ford,Thunderbird,2dr Convertible Hardtop Premium,2002,Gas V8 3.9L/238,Automatic,Whisper White,361,1FAHP60A12Y131118,3.9L V8 engine|5-speed automatic|Rear-wheel drive|Convertible hardtop|17-inch alloy wheels|Halogen headlamps|Leather seating surfaces|Heated seats|Dual-zone climate control|Navigation system|Premium audio|Bluetooth connectivity|Cruise control|Keyless entry|Push-button start|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors|AM/FM/CD player|Traction control|Stability control|ABS brakes|Airbags|Fog lamps|Performance exhaust|Limited-slip differential,AS-IS,17,23,44995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,46995,188,22,
A40579,Ford,Bronco,Raptor 4 Door Advanced Convertible 4WD,2025,Twin Turbo Premium Unleaded V-6 3.0 L/183,Automatic,Desert Sand,1265,1FMEE0RR7SLA40579,3.0L Twin Turbo V6|10-speed automatic|4WD|Raptor Package|Off-road suspension|17-inch alloy wheels|LED headlamps|LED taillamps|Power liftgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Wireless charging|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,BOF,15,16,88995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,89995,175,33,
D98383,Ford,Super Duty F-250 SRW,Platinum 4WD,2023,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,Star White Metallic Tri-Coat,37501,1FT8W2BM9PED98383,6.7L Power Stroke Turbo Diesel V8|10-speed automatic|4WD|Platinum Package|Heavy-duty suspension|20-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Spray-on bedliner|Leather seating surfaces|Heated front seats|Ventilated front seats|Heated rear seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Wireless charging|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,BOF,0,0,78995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,79995,167,36,
F22838,Ford,Super Duty F-250 SRW,,2024,Regular Unleaded V-8 7.3 L,Automatic,Oxford White,6389,1FT8W2BN5REF22838,7.3L V8 engine|10-speed automatic|4WD|Heavy-duty suspension|Steel wheels|LED headlamps|LED taillamps|Manual tailgate|Vinyl seating surfaces|Single-zone climate control|AM/FM stereo|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors|Tow package|Trailer brake controller|Limited-slip differential|Tire pressure monitoring,BOF,0,0,58995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,59995,146,30,
F42035,Ford,Super Duty F-350 DRW,Lariat 4WD Crew Cab,2024,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,Antimatter Blue Metallic,24313,1FT8W3DTXREF42035,6.7L Power Stroke Turbo Diesel V8|10-speed automatic|4WD|Dual Rear Wheels|Lariat Package|Heavy-duty suspension|20-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Spray-on bedliner|Leather seating surfaces|Heated front seats|Ventilated front seats|Heated rear seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Wireless charging|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,BOF,0,0,78995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,79995,120,32,
E90618,Ford,F-150,Lariat 4WD Super Crew,2021,Regular Unleaded V6 3.5 L EcoBoost,Automatic,Race Red,103316,1FTFW1E83MKE90618,3.5L EcoBoost V6|10-speed automatic|4WD|Lariat Package|Off-road suspension|18-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,17,23,0,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,0,117,34,
B19397,Ford,F-150,XLT 4WD Super Crew,2019,Regular Unleaded 3.5 L EcoBoost,Automatic,Gold,92905,1FTEW1E42KFB19397,3.5L EcoBoost V6|10-speed automatic|4WD|XLT Package|Off-road suspension|18-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Cloth seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,18,23,28995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,29995,105,27,
F11167,Ford,F-150,Lariat 4WD Super Crew,2016,Regular Unleaded V-8 5.0 L,Automatic,Lithium Gray,86321,1FTEW1EF6GKF11167,5.0L V8 engine|6-speed automatic|4WD|Lariat Package|Off-road suspension|18-inch alloy wheels|Halogen headlamps|LED taillamps|Power tailgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|Premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,15,21,30995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,31995,104,30,
D09967,Ford,F-150,Lariat 4WD Super Crew,2019,Regular Unleaded 3.5 L EcoBoost,Automatic,Oxford White,89120,1FTEW1E43KFD09967,3.5L EcoBoost V6|10-speed automatic|4WD|Lariat Package|Off-road suspension|18-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,17,23,38995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,39999,90,35,
D16551,Ford,F-150,Limited 4WD Super Crew,2019,Ecoboost 3.5L V6,Automatic,White Platinum Metallic Tri-Coat,74342,1FTEW1EG4KFD16551,3.5L EcoBoost V6|10-speed automatic|4WD|Limited Package|Off-road suspension|20-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,17,21,42995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,43995,75,37,
C17538,Ford,Utility Police Interceptor,,2015,Regular Unleaded V-6 3.7 L/227,Automatic,Oxford White,171506,1FM5K8AR0FGC17538,3.7L V6 engine|6-speed automatic|AWD|Police Package|Heavy-duty suspension|Steel wheels|Halogen headlamps|LED taillamps|Manual tailgate|Vinyl seating surfaces|Single-zone climate control|AM/FM stereo|Bluetooth connectivity|Rear Vision Camera|Cruise control|Keyless entry|Power windows|Power door locks|Power mirrors|Tilt steering|ABS brakes|Airbags|Traction control|Stability control|Fog lamps|Tow package|Limited-slip differential|Tire pressure monitoring|Auto-dimming mirrors|Power seats|Driver memory settings|Remote start,AS-IS,16,21,12995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,13995,69,20,
A78612,Ford,Edge,,2024,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,Oxford White,37301,2FMPK4J96RBA78612,2.0L Turbocharged I-4|8-speed automatic|AWD|Edge Package|18-inch alloy wheels|LED headlamps|LED taillamps|Power liftgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,BOF,21,28,28995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,29995,69,20,
A86020,Ford,Escape,SEL Plug-In Hybrid,2022,Gas/Electric I-4 2.5 L/152,Variable,Star White Metallic Tri-Coat,30263,1FMCU0KZ4NUA86020,2.5L Plug-In Hybrid I-4|CVT automatic|FWD|SEL Package|17-inch alloy wheels|LED headlamps|LED taillamps|Power liftgate|Leather seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|Premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,0,0,26995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,27995,69,20,
E98198,Ford,F-150,XL 4WD,2019,Regular Unleaded 3.5 L EcoBoost,Automatic,Oxford White,73811,1FTFW1E40KKE98198,3.5L EcoBoost V6|10-speed automatic|4WD|XL Package|Off-road suspension|17-inch alloy wheels|LED headlamps|LED taillamps|Manual tailgate|Vinyl seating surfaces|Single-zone climate control|AM/FM stereo|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,18,23,24995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,25995,69,20,
B93627,Ford,Explorer,Platinum 4WD,2018,Twin Turbo Premium Unleaded V-6 3.5 L/213,Automatic,Magnetic Metallic,134796,1FM5K8HT6JGB93627,3.5L Twin Turbo V6|6-speed automatic|4WD|Platinum Package|20-inch alloy wheels|LED headlamps|LED taillamps|Power liftgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Heated second-row seats|Tri-zone climate control|Navigation system|Sony premium audio|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,16,22,24995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,25995,69,20,
B81158,Ford,Super Duty F-250 SRW,XLT,2008,Diesel V8 6.4L/,Automatic,Black,181007,1FTSX21R08EB81158,6.4L Power Stroke Diesel V8|5-speed automatic|4WD|XLT Package|Heavy-duty suspension|Steel wheels|Halogen headlamps|Manual tailgate|Vinyl seating surfaces|Single-zone climate control|AM/FM stereo|Cruise control|Keyless entry|Power windows|Power door locks|Power mirrors|Tilt steering|ABS brakes|Airbags|Traction control|Stability control|Fog lamps|Tow package|Trailer brake controller|Limited-slip differential|Tire pressure monitoring|Auto-dimming mirrors|Power seats|Driver memory settings|Remote start,AS-IS,0,0,12995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,13995,68,20,
193130,Ford,Mustang,GT,2001,Gas V8 4.6L/281,Automatic,,85474,1FAFP42X51F193130,4.6L V8 engine|4-speed automatic|Rear-wheel drive|Performance suspension|17-inch alloy wheels|Halogen headlamps|Power trunk|Cloth seating surfaces|Dual-zone climate control|AM/FM/CD player|Cruise control|Keyless entry|Power windows|Power door locks|Power mirrors|Tilt steering|ABS brakes|Airbags|Traction control|Stability control|Fog lamps|Leather-wrapped steering wheel|Rear spoiler|Performance exhaust|Limited-slip differential|Tire pressure monitoring|Auto-dimming mirrors|Power seats|Driver memory settings|Remote start,AS-IS,18,25,14995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,15995,64,20,
B92260,Ford,Explorer,ST-Line,2025,Intercooled Turbo Premium Unleaded I-4 2.3 L/140,Automatic,,1703,1FMUK7KH0SGB92260,2.3L Turbocharged I-4|10-speed automatic|4WD|ST-Line Package|Sport suspension|20-inch alloy wheels|LED headlamps|LED taillamps|Power liftgate|Leather seating surfaces|Heated front seats|Ventilated front seats|Dual-zone climate control|Navigation system|B&O premium audio|Apple CarPlay|Android Auto|Wireless charging|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,BOF,20,29,48995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,49995,63,20,
B61974,Ford,F-150,,2017,Ecoboost 3.5L V6,Automatic,,90696,1FTEW1EG0HFB61974,3.5L EcoBoost V6|10-speed automatic|4WD|Off-road suspension|18-inch alloy wheels|Halogen headlamps|LED taillamps|Power tailgate|Cloth seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,17,23,30995,Yes,No,No,Yes,No,No,No,No,Parker's Used Cars,Used,31995,56,20,
A33424,Ford,F-150,XLT,2020,Regular Unleaded 3.5 L EcoBoost,Automatic,,137329,1FTEW1E47LFA33424,3.5L EcoBoost V6|10-speed automatic|4WD|XLT Package|Off-road suspension|18-inch alloy wheels|LED headlamps|LED taillamps|Power tailgate|Cloth seating surfaces|Heated front seats|Dual-zone climate control|Navigation system|Apple CarPlay|Android Auto|Bluetooth connectivity|Rear Vision Camera|Front Park Assist|Rear Park Assist|Blind Zone Alert|Rear Cross Traffic Alert|Adaptive Cruise Control|Keyless entry|Push-button start|Remote start|Rain-sensing wipers|Power tilt/telescoping steering|Driver memory settings|Auto-dimming mirrors|Power windows|Power door locks|Power mirrors,AS-IS,18,23,30995,Yes,No,Yes,Yes,No,No,No,No,Parker's Used Cars,Used,31995,50,20,
